no_municipio_prova,co_municipio_prova,sg_uf_prova,nome_uf_prova,regiao_nome_prova,nota_cn_ciencias_da_natureza,nota_lc_linguagens_e_codigos,nota_mt_matematica,nota_redacao,tp_status_redacao
Florianópolis,4205407,SC,Santa Catarina      ,Sul         ,423.2,542.2,409.1,620.0,Sem problemas                                     
Paramirim,2923605,BA,Bahia               ,Nordeste    ,392.1,466.5,463.7,520.0,Sem problemas                                     
Santo Antônio de Jesus,2928703,BA,Bahia               ,Nordeste    ,,,,,Missing - Sem informação                          
Moju,1504703,PA,Pará                ,Norte       ,,,,,Missing - Sem informação                          
Sabará,3156700,MG,Minas Gerais        ,Sudeste     ,552.4,575.6,536.4,580.0,Sem problemas                                     
Três Lagoas,5008305,MS,Mato Grosso do Sul  ,Centro-Oeste,541.5,505.6,498.1,680.0,Sem problemas                                     
Recife,2611606,PE,Pernambuco          ,Nordeste    ,426.1,332.5,429.0,700.0,Sem problemas                                     
Senador Canedo,5220454,GO,Goiás               ,Centro-Oeste,507.1,502.8,402.1,680.0,Sem problemas                                     
Guarulhos,3518800,SP,São Paulo           ,Sudeste     ,467.5,355.0,424.4,640.0,Sem problemas                                     
Manaus,1302603,AM,Amazonas            ,Norte       ,483.6,481.3,450.0,540.0,Sem problemas                                     
Delmiro Gouveia,2702405,AL,Alagoas             ,Nordeste    ,,,,,Missing - Sem informação                          
Santarém,1506807,PA,Pará                ,Norte       ,455.4,571.1,473.5,900.0,Sem problemas                                     
Manaus,1302603,AM,Amazonas            ,Norte       ,439.5,511.8,415.1,800.0,Sem problemas                                     
Parnaíba,2207702,PI,Piauí               ,Nordeste    ,458.2,473.4,374.9,500.0,Sem problemas                                     
Natal,2408102,RN,Rio Grande do Norte ,Nordeste    ,495.7,603.9,618.8,820.0,Sem problemas                                     
Morro do Chapéu,2921708,BA,Bahia               ,Nordeste    ,469.2,550.8,389.1,0.0,Cópia Texto Motivador                             
São Caetano do Sul,3548807,SP,São Paulo           ,Sudeste     ,,,,,Missing - Sem informação                          
São João do Paraíso,3162708,MG,Minas Gerais        ,Sudeste     ,512.4,540.5,435.1,740.0,Sem problemas                                     
Arapiraca,2700300,AL,Alagoas             ,Nordeste    ,548.4,570.3,640.4,800.0,Sem problemas                                     
Miracema do Tocantins,1713205,TO,Tocantins           ,Norte       ,384.4,452.9,493.0,360.0,Sem problemas                                     
Santos,3548500,SP,São Paulo           ,Sudeste     ,624.8,602.3,643.7,840.0,Sem problemas                                     
Feira de Santana,2910800,BA,Bahia               ,Nordeste    ,,,,,Missing - Sem informação                          
Miguel Pereira,3302908,RJ,Rio de Janeiro      ,Sudeste     ,394.1,463.1,379.4,640.0,Sem problemas                                     
Bonito,2602308,PE,Pernambuco          ,Nordeste    ,,,,,Missing - Sem informação                          
Natal,2408102,RN,Rio Grande do Norte ,Nordeste    ,,585.0,,860.0,Sem problemas                                     
Colombo,4105805,PR,Paraná              ,Sul         ,516.2,566.3,643.8,520.0,Sem problemas                                     
Serra,3205002,ES,Espírito Santo      ,Sudeste     ,578.7,590.1,701.2,780.0,Sem problemas                                     
Ribeirão das Neves,3154606,MG,Minas Gerais        ,Sudeste     ,372.4,531.8,644.3,720.0,Sem problemas                                     
Uruburetama,2313807,CE,Ceará               ,Nordeste    ,555.6,518.0,467.7,820.0,Sem problemas                                     
João Pessoa,2507507,PB,Paraíba             ,Nordeste    ,618.2,583.4,754.3,920.0,Sem problemas                                     
Andradina,3502101,SP,São Paulo           ,Sudeste     ,464.6,516.2,407.9,780.0,Sem problemas                                     
Taquara,4321204,RS,Rio Grande do Sul   ,Sul         ,580.7,569.7,660.0,800.0,Sem problemas                                     
Arinos,3104502,MG,Minas Gerais        ,Sudeste     ,511.9,473.4,382.3,420.0,Sem problemas                                     
Juiz de Fora,3136702,MG,Minas Gerais        ,Sudeste     ,534.4,583.8,646.6,880.0,Sem problemas                                     
Ibiapina,2305308,CE,Ceará               ,Nordeste    ,494.7,552.6,410.4,740.0,Sem problemas                                     
São Paulo,3550308,SP,São Paulo           ,Sudeste     ,,,,,Missing - Sem informação                          
Várzea da Palma,3170800,MG,Minas Gerais        ,Sudeste     ,513.5,376.6,526.3,420.0,Sem problemas                                     
Tefé,1304203,AM,Amazonas            ,Norte       ,,,,,Missing - Sem informação                          
Feira de Santana,2910800,BA,Bahia               ,Nordeste    ,510.0,463.3,414.6,0.0,Em Branco                                         
Fortaleza,2304400,CE,Ceará               ,Nordeste    ,451.6,461.4,453.3,600.0,Sem problemas                                     
Ivinhema,5004700,MS,Mato Grosso do Sul  ,Centro-Oeste,426.2,478.6,419.9,500.0,Sem problemas                                     
Contagem,3118601,MG,Minas Gerais        ,Sudeste     ,488.8,478.6,602.6,600.0,Sem problemas                                     
Serra,3205002,ES,Espírito Santo      ,Sudeste     ,,,,,Missing - Sem informação                          
Serra,3205002,ES,Espírito Santo      ,Sudeste     ,404.7,541.1,474.1,700.0,Sem problemas                                     
Manaus,1302603,AM,Amazonas            ,Norte       ,,,,,Missing - Sem informação                          
Traipu,2709202,AL,Alagoas             ,Nordeste    ,376.9,370.8,414.5,440.0,Sem problemas                                     
Itaberaba,2914703,BA,Bahia               ,Nordeste    ,,,,,Missing - Sem informação                          
São Paulo,3550308,SP,São Paulo           ,Sudeste     ,459.4,555.3,491.7,500.0,Sem problemas                                     
Caetés,2603207,PE,Pernambuco          ,Nordeste    ,377.2,520.1,379.1,0.0,Texto insuficiente                                
Nova Iguaçu,3303500,RJ,Rio de Janeiro      ,Sudeste     ,,,,,Missing - Sem informação                          
Rio das Ostras,3304524,RJ,Rio de Janeiro      ,Sudeste     ,,,,,Missing - Sem informação                          
Itacoatiara,1301902,AM,Amazonas            ,Norte       ,,,,,Missing - Sem informação                          
Natal,2408102,RN,Rio Grande do Norte ,Nordeste    ,,,,,Missing - Sem informação                          
Vitória da Conquista,2933307,BA,Bahia               ,Nordeste    ,581.9,613.2,764.1,920.0,Sem problemas                                     
Muriaé,3143906,MG,Minas Gerais        ,Sudeste     ,500.4,486.3,437.9,620.0,Sem problemas                                     
Curitiba,4106902,PR,Paraná              ,Sul         ,691.7,613.8,734.3,900.0,Sem problemas                                     
São Paulo,3550308,SP,São Paulo           ,Sudeste     ,517.9,463.8,388.0,560.0,Sem problemas                                     
Ribeirão Preto,3543402,SP,São Paulo           ,Sudeste     ,483.5,576.4,654.0,840.0,Sem problemas                                     
Olho d'Água das Flores,2705705,AL,Alagoas             ,Nordeste    ,436.6,421.5,430.3,680.0,Sem problemas                                     
Rio de Janeiro,3304557,RJ,Rio de Janeiro      ,Sudeste     ,,,,,Missing - Sem informação                          
Campina Grande,2504009,PB,Paraíba             ,Nordeste    ,479.4,588.6,521.7,520.0,Sem problemas                                     
Lago da Pedra,2105708,MA,Maranhão            ,Nordeste    ,434.9,477.0,423.3,780.0,Sem problemas                                     
Santarém,1506807,PA,Pará                ,Norte       ,499.7,574.2,493.7,320.0,Sem problemas                                     
Limeira,3526902,SP,São Paulo           ,Sudeste     ,483.5,545.7,385.7,700.0,Sem problemas                                     
Maceió,2704302,AL,Alagoas             ,Nordeste    ,,,,,Missing - Sem informação                          
Belo Horizonte,3106200,MG,Minas Gerais        ,Sudeste     ,604.9,641.8,744.6,920.0,Sem problemas                                     
Santa Rita,2513703,PB,Paraíba             ,Nordeste    ,,,,,Missing - Sem informação                          
Campo Grande,5002704,MS,Mato Grosso do Sul  ,Centro-Oeste,,,,,Missing - Sem informação                          
Londrina,4113700,PR,Paraná              ,Sul         ,466.0,563.2,486.4,760.0,Sem problemas                                     
Rio de Janeiro,3304557,RJ,Rio de Janeiro      ,Sudeste     ,605.8,604.6,667.7,900.0,Sem problemas                                     
Águas Lindas de Goiás,5200258,GO,Goiás               ,Centro-Oeste,558.5,541.0,486.5,660.0,Sem problemas                                     
Bezerros,2601904,PE,Pernambuco          ,Nordeste    ,,,,,Missing - Sem informação                          
Uberaba,3170107,MG,Minas Gerais        ,Sudeste     ,552.1,497.2,495.1,720.0,Sem problemas                                     
Piracicaba,3538709,SP,São Paulo           ,Sudeste     ,488.7,515.5,517.2,840.0,Sem problemas                                     
Louveira,3527306,SP,São Paulo           ,Sudeste     ,469.7,534.7,454.9,700.0,Sem problemas                                     
Campo Grande,5002704,MS,Mato Grosso do Sul  ,Centro-Oeste,,,,,Missing - Sem informação                          
Pojuca,2925204,BA,Bahia               ,Nordeste    ,422.9,463.6,448.9,460.0,Sem problemas                                     
Chapadão do Sul,5002951,MS,Mato Grosso do Sul  ,Centro-Oeste,523.2,490.6,429.7,520.0,Sem problemas                                     
Ananindeua,1500800,PA,Pará                ,Norte       ,572.7,547.2,535.1,840.0,Sem problemas                                     
Cansanção,2906808,BA,Bahia               ,Nordeste    ,,,,,Missing - Sem informação                          
Duque de Caxias,3301702,RJ,Rio de Janeiro      ,Sudeste     ,,,,,Missing - Sem informação                          
Parauapebas,1505536,PA,Pará                ,Norte       ,364.6,508.5,442.0,720.0,Sem problemas                                     
Bom Jardim,2602209,PE,Pernambuco          ,Nordeste    ,513.4,541.8,515.2,660.0,Sem problemas                                     
Campo Grande,5002704,MS,Mato Grosso do Sul  ,Centro-Oeste,498.6,615.1,515.4,680.0,Sem problemas                                     
Cascavel,4104808,PR,Paraná              ,Sul         ,,,,,Missing - Sem informação                          
Niterói,3303302,RJ,Rio de Janeiro      ,Sudeste     ,,,,,Missing - Sem informação                          
Tubarão,4218707,SC,Santa Catarina      ,Sul         ,,,,,Missing - Sem informação                          
Governador Valadares,3127701,MG,Minas Gerais        ,Sudeste     ,587.6,599.2,690.3,880.0,Sem problemas                                     
Foz do Iguaçu,4108304,PR,Paraná              ,Sul         ,,,,,Missing - Sem informação                          
Salvador,2927408,BA,Bahia               ,Nordeste    ,416.1,525.5,400.6,860.0,Sem problemas                                     
São Paulo,3550308,SP,São Paulo           ,Sudeste     ,426.6,480.7,547.8,800.0,Sem problemas                                     
Campo Belo,3111200,MG,Minas Gerais        ,Sudeste     ,476.8,468.0,498.1,580.0,Sem problemas                                     
Formosa,5208004,GO,Goiás               ,Centro-Oeste,559.7,584.8,711.6,880.0,Sem problemas                                     
Belém,1501402,PA,Pará                ,Norte       ,571.0,544.7,651.7,440.0,Sem problemas                                     
São Paulo,3550308,SP,São Paulo           ,Sudeste     ,590.6,628.4,719.8,760.0,Sem problemas                                     
Mossoró,2408003,RN,Rio Grande do Norte ,Nordeste    ,380.7,423.6,417.6,640.0,Sem problemas                                     
Santa Maria,4316907,RS,Rio Grande do Sul   ,Sul         ,577.7,625.8,622.3,860.0,Sem problemas                                     
Cabo Frio,3300704,RJ,Rio de Janeiro      ,Sudeste     ,,,,,Missing - Sem informação                          
Iranduba,1301852,AM,Amazonas            ,Norte       ,458.7,469.9,546.4,500.0,Sem problemas                                     
